area,url,category,title,date,body,id,comment
永平寺町,https://www.town.eiheiji.lg.jp/200/212/214/p010416.html,, 新型コロナウイルス感染症に関する中小企業の資金繰り支援 ,2022-03-30,,,
永平寺町,http://www.town.eiheiji.lg.jp/200/212/214/p010972.html,,【永平寺町】補助金：「【創業者向け】地域連携創業支援事業補助金の募集（永平寺町商工会）」,2022-05-09,,75771,※2022年4月19日更新　申請期限2023年2月28日
