area,url,category,title,date,body
越前市,http://www.city.echizen.lg.jp/office/060/010/covid19info_company.html,, 【企業の皆様向け】新型コロナウイルス感染症関連情報 ,2022-03-30,"<p>文字の大きさを変更する機能、および背景色を変更する機能等は、JavaScriptが無効なため使用できません。<br>JavaScriptを有効にしていただけると利用することができます。</p>メニュー検索住まい・暮らし健康・福祉・高齢学ぶ・交流・楽しむ各種手続・税金相談窓口・質問サイト内検索サイト内検索お問い合わせ文字・配色変更文字サイズ変更あああ配色変更黒黄白音声読み上げTranslationfunctiongoogleTranslateElementInit(){newgoogle.translate.TranslateElement({pageLanguage:'ja',includedLanguages:'en,pt,vi,zh-CN,zh-T"
越前市,https://www.city.echizen.lg.jp/office/060/010/covid19_financial-support.html, 融資,新型コロナウイルス感染症で影響を受ける市内中小・小規模事業者への金融支援　セーフティネット他 ,2022-03-30,
