area,url,category,title,date,body
敦賀市,https://www.city.tsuruga.lg.jp/about_city/news_from_division/sangyoukeizai_bu/syokoboeki_ka/jigyousyoukei.html, 補助金,敦賀市中小企業者事業承継支援事業費補助金 ,2021-12-01,
敦賀市,https://www.city.tsuruga.lg.jp/about_city/news_from_division/sangyoukeizai_bu/syokoboeki_ka/sateraito.html, 補助金,敦賀市サテライトオフィス整備事業補助金 ,2021-12-01,
敦賀市,https://www.city.tsuruga.lg.jp/about_city/news_from_division/sangyoukeizai_bu/syokoboeki_ka/koronataisaku2.html, 融資,新型コロナウイルス感染症に関するセーフティネット保証の認定について ,2021-12-01,
敦賀市,http://www.tsuruga.or.jp/top/coronavirus/index.html, 相談,【敦賀商工会議所】経営相談窓口設置 ,2021-12-01,新型コロナウイルスに関する経営相談窓口の設置について当所では、中小企業庁の要請を受け、この度『新型コロナウイルスに関する経営相談窓口』を開設しております。新型コロナウイルスの影響による経営や資金繰り等に関する相談を承りますので、お気軽にご相談下さい。又、業界や周りの企業で、影響等の話がございましたら、情報をお寄せ下さいますよう、よろしくお願い申し上げます。相談窓口概要1.内容新型コロナウイルスの影響による経営や資金繰り等に関する相談2.対象者新型コロナウイルスにより直接的・間接的に影響を受けた敦賀市内の企業3.支援の詳細内容（１）経営支援・事業継続に向けた対策・取引上のトラブル対応・国、自治体における支援施策(補助金、助成金)等の活用方法等（２）金融支援・国、県、市等の公的融資制度の円滑な活用に関する助言・「小規模企業共済」、「中小企業倒産防止共済」活用による金融相談・支援（３）その他・新型コロナウイルスの影響に関する情報提供を広く求める4.開設時間平日：８時３０分～１７時（窓口・電話での対応を行います）（事前にご予約頂ければ、２０時までご相談をお受け致します）
敦賀市,https://www.city.tsuruga.lg.jp/about_city/news_from_division/sangyoukeizai_bu/syokoboeki_ka/jigyousyamuke.html,, 【事業者向け】新型コロナウイルス感染症関連情報 ,2021-12-01,
