area,url,category,title,date,body,id,comment
坂井市,https://www.city.fukui-sakai.lg.jp/syoukou/jigyosha/shokogyo/shien/chusyo-safetynet.html, 融資,新型コロナウィルス感染症に係るセーフティネット保証制度の利用について ,2022-03-30,,,
坂井市,http://www.kouiki.sakai.fukui.jp/news/5709.html,,【あわら市、坂井市】補助金・助成金：「坂井地区広域連合介護サービス事業所物価高騰対策支援金の交付について」,2023-01-26,,93971,※申請期限2023年1月31日
坂井市,https://www.city.fukui-sakai.lg.jp/shakai-fukushi/kenko/fukushi/shogaisha/siennkin.html,,【坂井市】補助金・助成金：「坂井市障害福祉サービス等事業所物価高騰対策支援補助金」,2023-01-26,,93966,※2023年1月12日更新　申請期限2023年2月28日
