area,url,category,title,date,body,id,comment
美浜町,https://www.town.fukui-mihama.lg.jp/site/covid-19/6505.html, 支援金,がんばる美浜町事業者応援支援金 ,2022-03-30,,,
美浜町,https://www.town.fukui-mihama.lg.jp/site/covid-19/686.html, 融資,新型コロナウイルス感染症に関するセーフティネット保証4号認定のご案内 ,2022-03-30,,,
美浜町,https://www.town.fukui-mihama.lg.jp/site/covid-19/687.html, 融資,新型コロナウイルス感染症に関するセーフティネット保証5号認定のご案内 ,2022-03-30,,,
美浜町,https://www.town.fukui-mihama.lg.jp/site/covid-19/133.html, 融資,危機関連保証の認定のご案内 ,2022-03-30,,,
美浜町,https://www.town.fukui-mihama.lg.jp/site/covid-19/363.html,, 事業者の方に対する情報 ,2022-03-30,,,
美浜町,https://www.town.fukui-mihama.lg.jp/site/covid-19/4922.html,,【美浜町】コロナ関連情報：「美浜町新型コロナウイルス感染症対策中小企業支援利子補給基金について」,2022-08-17,,81828,※2022年5月10日更新
