area,url,category,title,date,body,id,comment
越前町,https://www.town.echizen.fukui.jp/jigyou/01/p005481.html, 融資,中小企業信用保険法第2条第5項（セーフティネット保証制度）第4号による認定について ,2022-03-30,,,
越前町,https://www.town.echizen.fukui.jp/jigyou/01/p002303.html, 融資,中小企業信用保険法第2条第5項（セーフティネット保証制度）第5号による認定について ,2022-03-30,,,
越前町,https://www.town.echizen.fukui.jp/jigyou/01/p006368.html, 融資,中小企業信用保険法第2条第6項（危機関連保証）による認定について ,2022-03-30,,,
越前町,https://www.town.echizen.fukui.jp/kurashi/10/01/07/p006444.html,,"【越前町】補給金：「がんばれ""応援支援金　越前町経営安定資金利子補給金について」",2022-06-21,,78050,※2022年4月27日更新
