area,url,category,title,date,body,id,comment
勝山市,https://www.city.katsuyama.fukui.jp/site/corona/17973.html, 支援金,勝山市時短等実施事業者支援金 ,2022-03-30,,,
勝山市,https://www.city.katsuyama.fukui.jp/site/corona/17391.html, 補助金,新型コロナウイルス感染症対策資金償還支援補助金 ,2022-03-30,,,
勝山市,https://www.city.katsuyama.fukui.jp/site/corona/17387.html, 補助金,新型コロナウイルス感染症対策店舗整備強化支援補助金 ,2022-03-30,,,
勝山市,https://www.city.katsuyama.fukui.jp/soshiki/10/12733.html, 融資,セーフティネット保証認定について（新型コロナウイルス） ,2022-03-30,,,
勝山市,http://www.city.katsuyama.fukui.jp/soshiki/13/22622.html,,【勝山市】補助金：「飼料価格高騰対策緊急支援交付金について」,2022-10-27,,87319,※2022年10月21日更新
勝山市,http://www.city.katsuyama.fukui.jp/soshiki/13/22806.html,,【勝山市】補助金・助成金：「肥料高騰に対する支援を行います。」,2022-11-21,,89184,※2022年11月10日更新
