id,area,url,category,title,comment,body,date
87890,日野町,https://www.town.hino.tottori.jp/item/40889.htm#itemid40889,,【日野町】補助金：「日野町光熱費等高騰に係る社会福祉施設等支援補助金」,,,2022-11-07
89747,日野町,https://www.town.hino.tottori.jp/item/41031.htm#itemid41031,,【日野町】補助金・助成金：「日野町燃料費高騰対策支援補助金について」,※2022年11月21日更新　申請期限2023年1月31日,,2022-11-29
