area,url,category,title,date,id,comment,body
さぬき市,https://www.city.sanuki.kagawa.jp/life/agriculture/interest_subsidy, 利子補給,さぬき市小規模事業者経営改善資金利子補給補助事業 ,2022-03-30,,,
さぬき市,https://www.city.sanuki.kagawa.jp/90646#coro3, 支援情報,事業者の方へ ,2022-03-30,,,
さぬき市,https://www.city.sanuki.kagawa.jp/118731,,【さぬき市】補助金：「新型コロナウイルス感染症関連融資利用事業者支援給付金　について」,2022-07-29,81167,※申請期限2023年1月31日,
さぬき市,https://www.city.sanuki.kagawa.jp/121188,,【さぬき市】補助金・助成金：「運送事業者等支援給付金」について,2022-11-09,88181,※申請期限2023年1月31日,
