area,url,category,title,date
出雲市,https://www.city.izumo.shimane.jp/www/contents/1633307005163/index.html,  給付金,出雲市中小企業者等事業継続支援給付金 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1591184648689/index.html,  補助金,出雲市農林水産物販売活動支援補助金 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1627619893498/index.html,  助成金,出雲市中山間地域へのオフィス開設支援事業助成金 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1617682055647/index.html,  支援金,出雲市芸術文化元気はつらつ活動支援金 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1302778193614/index.html,  補助金,出雲市中小企業信用保証料補助金 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1227687025228/index.html,  融資,セーフティネット保証制度の認定申請 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1623977976620/index.html,  認定制度,先端設備等導入計画の認定について ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1599783346988/index.html,  認定制度,withコロナがんばる出雲のお店 感染症対策取組店 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1582077151979/index.html,,  新型コロナウイルスに関する商工業者への支援 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1588918595078/index.html,,  新型コロナウイルス感染症の影響を受ける農林漁業者・食品関連事業者への支援策 ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1589871011820/index.html,,  新型コロナウイルス感染症の影響に伴う休業や失業により生活にお困りの方へ（市独自支援策）（個人向け） ,2022-01-07
出雲市,https://www.city.izumo.shimane.jp/www/contents/1588928254184/index.html,,  新型コロナウイルス感染症の影響に伴う休業や失業により生活にお困りの方へ（個人向け） ,2022-01-07
