area,url,category,title,date,id,comment,body
京丹後市,https://www.city.kyotango.lg.jp/top/soshiki/shokokanko/shokoshinko/1_1/16009.html, 補助金,京丹後市感染防止対策認証制度認証取得支援補助金 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/top/soshiki/shokokanko/shokoshinko/1_1/14132.html, 補助金,京丹後市事業所等感染症対策緊急支援補助金 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/covid_19/shien/jigyosya/hojokyufu/14752.html, 補助金,京丹後市高齢者福祉施設等従事者宿泊費用補助金 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/top/iryo_kenko_fukushi/fukushi/2/jyoseihojyo/14751.html, 補助金,京丹後市介護人材確保育成支援事業補助金 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/top/soshiki/shokokanko/shokoshinko/1_1/12651.html, 助成金,中小企業緊急雇用調整助成金【新型コロナウイルス感染症緊急支援】 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/covid_19/shien/jigyosya/shikinguriyushi/13397.html, 補助金,信用保証料補助金【京丹後市独自制度】 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/top/soshiki/shokokanko/shokoshinko/1_1/13139.html, 貸付,【新型コロナウイルス感染症緊急支援】京丹後市事業継続支援資金貸付制度 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/top/soshiki/shokokanko/shokoshinko/1_1/020205.html, 支援情報,【新型コロナウイルス感染症関連】中小企業者支援 ,2022-03-30,,,
京丹後市,https://www.city.kyotango.lg.jp/covid_19/pickup/14217.html,, 【京丹後市】補助金：「事業所等感染症対策緊急支援補助金」,2022-07-25,80683,※2022年7月4日更新　申請期限2023年3月31日,
京丹後市,https://www.city.kyotango.lg.jp/top/soshiki/norinsuisan/nogyosinko/nogyo_corona/17360.html,,【京丹後市】補助金：「農業者物価高騰対策支援給付金」,2022-07-25,80675,※2022年7月21日更新　申請期限2022年12月23日,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/news/17566.html,,【京丹後市】補助金：「令和4年度事業所等感染症対策緊急支援補助金　申請受付中」,2022-08-31,83284,※2022年8月19日更新　申請期限2023年3月31日,
京丹後市,https://www.city.kyotango.lg.jp/covid_19/shien/jigyosya/hojokyufu/17530.html,,【京丹後市】補助金：「原油価格高騰対策支援給付金（農業者向け）」,2022-08-31,83285,※2022年8月5日更新　申請期限2023年2月28日,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/nogyo/2/17514.html,,【京丹後市】補助金：「原油価格高騰対策支援給付金」,2022-08-31,83288,※2022年8月5日更新　申請期限2023年2月28日,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/nogyo/2/18085.html,,【京丹後市】補助金・助成金：「京丹後市エネルギー価格高騰対策支援給付金」申請受付中,2023-01-10,92365,※申請期限2023年3月10日,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/shogyo/1/17488.html,,【京丹後市】補助金・助成金：「令和5年度京丹後市機械金属業物価高騰対策支援給付金」,2023-06-21,104654,※2023年6月5日更新,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/news/19362.html,,【京丹後市】補助金・助成金：「令和5年度「京丹後市機械金属業物価高騰対策支援給付金」」,2023-08-01,107607,※2023年7月27日更新　申請期限2024年3月15日,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/shogyo/1/18954.html,,【京丹後市】補助金・助成金：「令和5年度「京丹後市新型コロナウイルス感染症対策利子補給金」申請のご案内」,2024-01-17,120122,※2023年12月22日更新　申請期限2024年1月31日,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/shogyo/1/18724.html,,【京丹後市】補助金・助成金：「令和5年度「京丹後市無利子・無担保融資対応利子補給金」申請のご案内」,2024-01-18,120239,※ 2023年12月22日更新　申請期限2024年1月31日,
京丹後市,https://www.city.kyotango.lg.jp/top/shigoto_sangyo/news/20951.html,,【京丹後市】補助金・助成金：「令和6年度「京丹後市新型コロナウイルス感染症対策利子補給金」」,2025-01-17,146950,※2024年12月23日更新　申請期限2025年1月31日,
