area,url,category,title,date,id,comment,body
姫路市,https://www.city.himeji.lg.jp/bousai/0000012325.html, 補助金,通所系介護サービス事業所等による代替サービス提供支援及び事業所間連携支援事業補助金 ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/bousai/0000012326.html, 補助金,感染者または濃厚接触者と判断された要介護者及び要支援者に対する介護サービス提供継続支援事業補助金 ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/sangyo/0000012472.html,, 新型コロナウイルス感染症の影響による信用保証料助成制度について ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/sangyo/category/4-2-1-1-0-0-0-0-0-0.html, 融資,中小企業融資制度 ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/sangyo/0000011527.html, 融資,新型コロナウイルス感染症に係る中小企業者対策について(セーフティネット保証4号の指定) ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/sangyo/0000011797.html, 融資,新型コロナウイルス感染症に係る中小企業者対策について(セーフティネット保証5号について) ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/sangyo/0000005776.html, 融資,姫路版セーフティネット事業概要とご利用の流れ ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/bousai/0000000764.html#index-1-61, 税制,新型コロナウイルス感染症の影響による法人市民税の申告・納付期限の延長について ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/covid19/jigyousya.html, 支援情報,事業者向け ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/bousai/0000012427.html, 相談,新型コロナウイルス感染症関連の主な支援制度の窓口 ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/sangyo/0000005773.html, 相談,融資相談のご案内（中小企業関係） ,2022-03-30,,,
姫路市,https://www.city.himeji.lg.jp/bousai/0000021089.html,,【姫路市】支援金：「姫路市中小企業等事業復活支援金のお知らせ（8月19日より受付）」,2022-07-26,80859,※2022年7月22日更新　申請期限2022年9月20日,
姫路市,https://www.city.himeji.lg.jp/kanko/0000021752.html,,【姫路市】補助金：「姫路市宿泊施設デイユースプラン利用促進事業補助金のご案内」,2022-09-07,83907,※2022年8月30日更新　申請期限2022年9月16日,
