area,url,category,title,date
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1003291/josei/1017643.html, 補助金,相模原市ロボットビジネス推進企業等集積促進補助金 ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1003291/josei/1003313.html, 補助金,商店街にぎわいづくり支援事業補助金 ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1003291/yushi/chusho_kigyo/index.html,  融資,相模原市中小企業融資制度 ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1003291/yushi/1017821.html, 融資,中小企業信用保険法第2条第5項第4号（セーフティネット保証4号） ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1003291/yushi/1003303.html, 融資,中小企業信用保険法第2条第5項第5号（セーフティネット保証5号） ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1003291/josei/1014558.html,, 先端設備等導入計画の認定（中小企業等経営強化法に基づくもの) ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1019826/index.html, 支援情報,新型コロナウイルス感染症により経済的な影響を受けている事業者の皆様へ ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1024737.html, 支援情報,宿泊もできる　リモ～っとお得！テレワーク相模原 ,2022-02-21
相模原市,https://www.ssz.or.jp/support/monodukuri, 企業支援,ものづくり企業総合支援事業～公益財団法人 相模原市産業振興財団～ ,2022-02-21
相模原市,http://www.sic-sagamihara.jp/robot/, 専門家による支援,さがみはらロボット導入支援センター ,2022-02-21
相模原市,https://www.city.sagamihara.kanagawa.jp/sangyo/sangyo/1003291/1003305.html, 相談,各種相談 ,2022-02-21
