id,area,url,category,title,comment,body,date
83878,日置市,http://www.city.hioki.kagoshima.jp/shoko/sangyo-business/shien/setsubi_sien.html,,【日置市】補助金：「日置市新型コロナウイルス感染症対策ふるさと納税返礼品拡充対応設備整備支援事業費補助金について」,※2022年8月25日更新,,2022-09-07
