area,url,category,title,date,id,comment,body
金沢市,https://www4.city.kanazawa.lg.jp/important_notice/20612.html, 支援金,金沢市事業復活臨時支援金 ,2022-03-30,,,
金沢市,https://www4.city.kanazawa.lg.jp/important_notice/20663.html, 支援金,金沢市飲食店まん延防止緊急支援金(第4次) ,2022-03-30,,,
金沢市,https://kanazawa-hataraku.jp/employer/koyousoshutu/, 奨励金,正規雇用創出特別奨励金 ,2022-03-30,,,
金沢市,https://kanazawa-hataraku.jp/employer/kinkyukoyo/202105/, 助成金,金沢市中小企業緊急雇用安定助成金(令和3年5月1日～令和4年3月31日休業分) ,2022-03-30,,,
金沢市,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/sangyoseisakuka/gyomuannai/3/4/6567.html, 信用保証料助成,中小企業への資金繰り支援と信用保証料助成 ,2022-03-30,,,
金沢市,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/sangyoseisakuka/gyomuannai/3/4/6566.html, 融資,中小企業融資 トップページ ,2022-03-30,,,
金沢市,https://www4.city.kanazawa.lg.jp/soshikikarasagasu/shiminzeika/gyomuannai/1/3/4352.html,, 新型コロナウイルス感染症の影響による事業所税の申告・納付期限の延長 ,2022-03-30,,,
金沢市,https://www4.city.kanazawa.lg.jp/11003/info/corona_support.html#business,, 事業者・企業向け支援 ,2022-03-30,,,
金沢市,https://www4.city.kanazawa.lg.jp/hojokin_joseikin/5/20537.html,,【金沢市】支援金：「事業復活臨時支援金」,2022-06-24,74357,※2022年6月22日更新　申請期限2022年10月31日,
金沢市,https://www4.city.kanazawa.lg.jp/kenko_fukushi/iryo_kenko/kansensho_byoki/1/9817.html,,【金沢市】コロナに関する情報提供：「新型コロナウイルス感染症関連情報」,2022-07-27,77492,※2022年7月20日更新,
