area,url,category,title,date,id,comment,body
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005687/1005696.html, 利用料割引,withコロナ テレワーク推進事業 ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005760/1005777/1005779.html, 補助金,オンライン見本市等出展補助金 ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/roudou/1006046/1006047.html, 奨励金,岐阜市人材確保サポート奨励金 ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005687/1005701.html, 融資,岐阜市中小企業向け融資制度 ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005687/1005689.html, 融資,ぎふし伴走支援型特別資金 ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005781/1005784.html, 融資,セーフティネット保証4号の認定について(自然災害等関連) ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005781/1005786.html, 融資,セーフティネット保証5号の認定について ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005687/1005705.html,, 「先端設備等導入計画」の認定申請受付 ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/kenko/covid19/1004145/1004147.html, 支援情報,新型コロナウイルス感染症に関する各種支援・相談窓口 ,2022-03-30,,,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005687/1016829.html,,【岐阜市】補助金：「岐阜市販売促進・消費喚起支援事業補助金」,2022-08-02,81335,※2022年7月29日更新　申請期限2022年11月30日,
岐阜市,https://www.city.gifu.lg.jp/business/sangyoushinkou/1005687/1016313.html,,【岐阜市】融資：「【令和4年度新設】ぎふしDX促進資金」,2022-05-17,76194,※2022年5月13日更新,
岐阜市,https://www.town.yoro.gifu.jp/docs/2022090200014/,,【養老町】補助金：「観光関連事業者の経営継続を支援します」,2022-09-21,84879,※2022年9月2日更新　申請期限2023年1月31日,
